id,url,reposted,poster,reposts,comments,creat_at,text
'3552133666168396,http://api.t.sina.com.cn/2170667073/statuses/3552133666168396,_Hazel_Yan,最爱的金抽抽,0,0,2013-03-04 14:22:04,//配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用
'3552132571365577,http://api.t.sina.com.cn/1927171094/statuses/3552132571365577,_Hazel_Yan,stella_918,0,1,2013-03-04 14:17:42,@Terence-ling 配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必需清楚，每个阶段的奶粉可后延，但不能提前用
'3552132261436654,http://api.t.sina.com.cn/1470757472/statuses/3552132261436654,_Hazel_Yan,人鱼多舜,0,0,2013-03-04 14:16:29, //@崔玉涛:配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用。#崔玉
'3552130986050431,http://api.t.sina.com.cn/2590151513/statuses/3552130986050431,_Hazel_Yan,善朝,0,0,2013-03-04 14:11:24,配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用。
'3552130914512643,http://api.t.sina.com.cn/2590151513/statuses/3552130914512643,_Hazel_Yan,善朝,0,0,2013-03-04 14:11:08,何为益生元？是一类能通过促进肠道正常菌群生长，保证人体健康，且不被肠道消化的物质。多指低聚的碳水化合物，如低聚果糖、低聚半乳糖等。从营养和医学角度，没有依据应给配方粉喂养儿提供助于奶粉消化吸收的伴侣性营养素。正常母乳\配方粉喂养，正常添加辅食，没必要添加＂伴侣＂等。
'3552129765405295,http://api.t.sina.com.cn/3212329063/statuses/3552129765405295,_Hazel_Yan,小霖儿麻麻,0,0,2013-03-04 14:06:34,转发微博
'3552128104700229,http://api.t.sina.com.cn/1925541794/statuses/3552128104700229,_Hazel_Yan,岁月静好_xiamen,0,0,2013-03-04 13:59:57,//@崔玉涛:配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用。
'3552127890659197,http://api.t.sina.com.cn/1630390991/statuses/3552127890659197,_Hazel_Yan,帅到被人砍的超级奶爸,0,0,2013-03-04 13:59:07,//@崔玉涛:配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用。
'3552127726841538,http://api.t.sina.com.cn/1630390991/statuses/3552127726841538,_Hazel_Yan,帅到被人砍的超级奶爸,0,0,2013-03-04 13:58:28,//@崔玉涛:何为益生元？是一类能通过促进肠道正常菌群生长，保证人体健康，且不被肠道消化的物质。多指低聚的碳水化合物，如低聚果糖、低聚半乳糖等。从营养和医学角度，没有依据应给配方粉喂养儿提供助于奶粉消化吸收的伴侣性营养素。正常母乳\配方粉喂养，正常添加辅食，没必要添加＂伴侣＂等。
'3552127458384125,http://api.t.sina.com.cn/1721157677/statuses/3552127458384125,_Hazel_Yan,zcyzzc,0,0,2013-03-04 13:57:22, //@崔玉涛: 配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前
'3552126309275513,http://api.t.sina.com.cn/3178169603/statuses/3552126309275513,_Hazel_Yan,萧萧袁氏嘉,0,0,2013-03-04 13:52:50,//@崔玉涛:配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用。
'3552124963059662,http://api.t.sina.com.cn/1413129030/statuses/3552124963059662,_Hazel_Yan,来去laiqu,0,0,2013-03-04 13:47:29,崔玉涛:配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用。#崔玉涛谈
'3552124350642127,http://api.t.sina.com.cn/1760965082/statuses/3552124350642127,_Hazel_Yan,果宝11妈,0,0,2013-03-04 13:45:01,@崔玉涛 ：没有好转，请教一下医生这种一般病理起是多久呀？宝宝老这么烧着怎么办呀？焦急等待您的回复呀！多谢多谢
'3552124048402931,http://api.t.sina.com.cn/2712851163/statuses/3552124048402931,_Hazel_Yan,绿萝快快长大,0,0,2013-03-04 13:43:51,//崔玉涛: 配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用。#谈喂养
'3552123981513927,http://api.t.sina.com.cn/1760965082/statuses/3552123981513927,_Hazel_Yan,果宝11妈,0,1,2013-03-04 13:43:33,@崔玉涛 ：宝宝一岁三个月，病毒性感冒反复发烧已第四天，医生开的四季抗病毒合剂，施保利通片（我们这边儿童医院专用药，应该是消炎之类的）柴桂冲剂和去感热口服液，吃药第三天，三十八点五以上加吃泰诺林，用药五次，美林用药两次。目前还是反复发烧，退烧贴一直贴着，开水也喂得挺勤的，怎么还不好
'3552121347666696,http://api.t.sina.com.cn/2018460751/statuses/3552121347666696,_Hazel_Yan,我是媛是酸奶小妖,0,0,2013-03-04 13:33:07,奶粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用@我是麦子爹我是陈曦
'3552120437842276,http://api.t.sina.com.cn/2231028890/statuses/3552120437842276,_Hazel_Yan,侎兮,0,0,2013-03-04 13:29:30,//@崔玉涛:配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用#
'3552119640569480,http://api.t.sina.com.cn/2108428182/statuses/3552119640569480,_Hazel_Yan,吃火炬的猫,0,0,2013-03-04 13:26:19, @河马牛2011  //@崔玉涛:配方粉之所以有不同阶段之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用
'3552119111551764,http://api.t.sina.com.cn/3161745545/statuses/3552119111551764,_Hazel_Yan,辰辰妈妈07,0,0,2013-03-04 13:24:14,//@崔玉涛:何为益生元？是一类能通过促进肠道正常菌群生长，保证人体健康，且不被肠道消化的物质。多指低聚的碳水化合物，如低聚果糖、低聚半乳糖等。从营养和医学角度，没有依据应给配方粉喂养儿提供助于奶粉消化吸收的伴侣性营养素。正常母乳\配方粉喂养，正常添加辅食，没必要添加＂伴侣＂等。
'3552118826575654,http://api.t.sina.com.cn/1676007930/statuses/3552118826575654,_Hazel_Yan,echoij,0,0,2013-03-04 13:23:06,: //@崔玉涛:配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用。
'3552116264573177,http://api.t.sina.com.cn/3205793161/statuses/3552116264573177,_Hazel_Yan,summerkiss2013,0,0,2013-03-04 13:12:55,[威武] //@崔玉涛:配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用。
'3552116045762502,http://api.t.sina.com.cn/3205793161/statuses/3552116045762502,_Hazel_Yan,summerkiss2013,0,0,2013-03-04 13:12:03,//@崔玉涛:何为益生元？是一类能通过促进肠道正常菌群生长，保证人体健康，且不被肠道消化的物质。多指低聚的碳水化合物，如低聚果糖、低聚半乳糖等。从营养和医学角度，没有依据应给配方粉喂养儿提供助于奶粉消化吸收的伴侣性营养素。正常母乳\配方粉喂养，正常添加辅食，没必要添加＂伴侣＂等。
'3552116037373135,http://api.t.sina.com.cn/2653913525/statuses/3552116037373135,_Hazel_Yan,小与微蓝,0,0,2013-03-04 13:12:00,@崔玉涛: 何为益生元？是一类能通过促进肠道正常菌群生长，保证人体健康，且不被肠道消化的物质。多指低聚的碳水化合物，如低聚果糖、低聚半乳糖等。从营养和医学角度，没有依据应给配方粉喂养儿提供助于奶粉消化吸收的伴侣性营养素。正常母乳\配方粉喂养，正常添加辅食，没必要添加＂伴侣＂等。
'3552115148323102,http://api.t.sina.com.cn/1888567645/statuses/3552115148323102,_Hazel_Yan,weixiao天使2010,0,0,2013-03-04 13:08:28,//@崔玉涛: 配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用。
'3552114556870369,http://api.t.sina.com.cn/2307707383/statuses/3552114556870369,_Hazel_Yan,艾达儿5,0,0,2013-03-04 13:06:09,//@崔玉涛: 配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用。
'3552114040696750,http://api.t.sina.com.cn/2332489605/statuses/3552114040696750,_Hazel_Yan,小兔子尾巴的尾巴,0,0,2013-03-04 13:04:03,崔玉涛:配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用。
'3552113877641468,http://api.t.sina.com.cn/2435310343/statuses/3552113877641468,_Hazel_Yan,曦曦的妈妈叫小C,0,1,2013-03-04 13:03:26, @又笨又傻的小敏 換階段后延不能提前
'3552112803963384,http://api.t.sina.com.cn/2435310343/statuses/3552112803963384,_Hazel_Yan,曦曦的妈妈叫小C,0,0,2013-03-04 12:59:10, @又笨又傻的小敏
'3552112661524177,http://api.t.sina.com.cn/1429503792/statuses/3552112661524177,_Hazel_Yan,当当他娘亲,0,0,2013-03-04 12:58:35,有良心的医生会有好报的 //@ro立毛橙: 夏医生，够犀利[给力]//@夏隆江: 老崔是为数不多没有脑残的儿科医生，奶粉公司凭空捏造的理论比医学界真实产生的认识还多，为了商业目的，它们无中生有，它们无理取闹！但可怕的是怎么会有那么多的盲从着，放弃了理性和思考，跟着群魔乱舞？不认自己的母
'3552111968772173,http://api.t.sina.com.cn/1095505212/statuses/3552111968772173,_Hazel_Yan,可乐非冰加水加LY加铭仔,0,0,2013-03-04 12:55:49,@崔玉涛: 配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用。
'3552111708701071,http://api.t.sina.com.cn/1095505212/statuses/3552111708701071,_Hazel_Yan,可乐非冰加水加LY加铭仔,0,0,2013-03-04 12:54:49,//@崔玉涛: 何为益生元？是一类能通过促进肠道正常菌群生长，保证人体健康，且不被肠道消化的物质。多指低聚的碳水化合物，如低聚果糖、低聚半乳糖等。从营养和医学角度，没有依据应给配方粉喂养儿提供助于奶粉消化吸收的伴侣性营养素。正常母乳\配方粉喂养，正常添加辅食，没必要添加＂伴侣＂等。
'3552111624807298,http://api.t.sina.com.cn/2492167957/statuses/3552111624807298,_Hazel_Yan,安康的靖哥哥,0,0,2013-03-04 12:54:27,//@崔玉涛:何为益生元？是一类能通过促进肠道正常菌群生长，保证人体健康，且不被肠道消化的物质。多指低聚的碳水化合物，如低聚果糖、低聚半乳糖等。从营养和医学角度，没有依据应给配方粉喂养儿提供助于奶粉消化吸收的伴侣性营养素。正常母乳\配方粉喂养，正常添加辅食，没必要添加＂伴侣＂等。#崔
'3552110056254656,http://api.t.sina.com.cn/1747636651/statuses/3552110056254656,_Hazel_Yan,seaglema,0,0,2013-03-04 12:48:14,@saeglema //@崔玉涛: 配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用
'3552109293048906,http://api.t.sina.com.cn/1828127660/statuses/3552109293048906,_Hazel_Yan,瓜子婆婆,0,0,2013-03-04 12:45:13,//@崔玉涛: 配方粉之所以有不同＂阶段＂之分是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前。#崔玉涛谈喂养#
'3552108899172199,http://api.t.sina.com.cn/1748669810/statuses/3552108899172199,_Hazel_Yan,HO_HOyaya,0,0,2013-03-04 12:43:37,//@崔玉涛:配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用。
'3552108709987567,http://api.t.sina.com.cn/1879475542/statuses/3552108709987567,_Hazel_Yan,绿咖喱,0,0,2013-03-04 12:42:53, @陌沫的鱼 崔玉涛: 配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用
'3552107963106931,http://api.t.sina.com.cn/1871140192/statuses/3552107963106931,_Hazel_Yan,evazzz,0,0,2013-03-04 12:39:55,可以提后//@崔玉涛: 配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用
'3552107350946775,http://api.t.sina.com.cn/1859622610/statuses/3552107350946775,_Hazel_Yan,白开水Shirley,0,2,2013-03-04 12:37:30,//@崔玉涛:配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用。#崔玉
'3552106314861888,http://api.t.sina.com.cn/1677835237/statuses/3552106314861888,_Hazel_Yan,思忆无,0,0,2013-03-04 12:33:23,配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用。#崔玉涛谈喂养#
'3552106198298421,http://api.t.sina.com.cn/2464528771/statuses/3552106198298421,_Hazel_Yan,花草香1984,0,0,2013-03-04 12:32:54,//@崔玉涛:配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用。
'3552104981759114,http://api.t.sina.com.cn/1350723714/statuses/3552104981759114,_Hazel_Yan,2013点妈加班加到屎,0,0,2013-03-04 12:28:03, @琦琦御剑飞行  //@崔玉涛:配方粉之所以有不同＂阶段之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚每个阶段的奶粉可后延但不能提前
'3552104910276237,http://api.t.sina.com.cn/2862371382/statuses/3552104910276237,_Hazel_Yan,雪泥爪爪爱mango,0,0,2013-03-04 12:27:48, //@崔玉涛:配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用。#崔玉
'3552103962486637,http://api.t.sina.com.cn/1746126287/statuses/3552103962486637,_Hazel_Yan,Annykie,0,0,2013-03-04 12:24:02,//@崔玉涛:何为益生元？是一类能通过促进肠道正常菌群生长，保证人体健康，且不被肠道消化的物质。多指低聚的碳水化合物，如低聚果糖、低聚半乳糖等。从营养和医学角度，没有依据应给配方粉喂养儿提供助于奶粉消化吸收的伴侣性营养素。正常母乳\配方粉喂养，正常添加辅食，没必要添加＂伴侣＂等。#崔
'3552103895368468,http://api.t.sina.com.cn/1746126287/statuses/3552103895368468,_Hazel_Yan,Annykie,0,0,2013-03-04 12:23:46,//@崔玉涛:配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用。#崔玉
'3552103702402049,http://api.t.sina.com.cn/1764541980/statuses/3552103702402049,_Hazel_Yan,Cecilia_LS,0,0,2013-03-04 12:23:00,//@崔玉涛:配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用。
'3552103421038136,http://api.t.sina.com.cn/2173133284/statuses/3552103421038136,_Hazel_Yan,xxxtgxxx,0,0,2013-03-04 12:21:53,//@崔玉涛: 配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用。#崔玉
'3552103018126463,http://api.t.sina.com.cn/3204482254/statuses/3552103018126463,_Hazel_Yan,qdwendy83,0,0,2013-03-04 12:20:17,//@崔玉涛:配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用。
'3552102015834410,http://api.t.sina.com.cn/2097422831/statuses/3552102015834410,_Hazel_Yan,静无语凝噎,0,0,2013-03-04 12:16:16,/崔老师你好，请问下7个月的宝宝可以断夜奶了吗？怎么断？ /@崔玉涛: 何为益生元？是一类能通过促进肠道正常菌群生长，保证人体健康，且不被肠道消化的物质。多指低聚的碳水化合物，如低聚果糖、低聚半乳糖等。从营谈喂养#
'3552101751834746,http://api.t.sina.com.cn/2189440260/statuses/3552101751834746,_Hazel_Yan,棒棒糖-00,0,0,2013-03-04 12:15:15,#快乐育儿经# //@崔玉涛:配方粉之所以有不同＂阶段＂，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段，不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用。
'3552101604534337,http://api.t.sina.com.cn/2515995030/statuses/3552101604534337,_Hazel_Yan,vincentmama2011,0,0,2013-03-04 12:14:39,@刘浩建勇 无需太过担心现在吃的2段
'3552101315769066,http://api.t.sina.com.cn/2189440260/statuses/3552101315769066,_Hazel_Yan,棒棒糖-00,0,0,2013-03-04 12:13:30,#快乐育儿经# //@崔玉涛:何为益生元？是一类能通过促进肠道正常菌群生长，保证人体健康，且不被肠道消化的物质。多指低聚的碳水化合物，如低聚果糖、低聚半乳糖等。从营养和医学角度，没有依据应给配方粉喂养儿提供助于奶粉消化吸收的伴侣性营养素。正常母乳\配方粉喂养，添加辅食，没必要添加＂伴侣＂
'3552100527553254,http://api.t.sina.com.cn/1709487842/statuses/3552100527553254,_Hazel_Yan,化平淡为快乐每一天,0,0,2013-03-04 12:10:23, @手动落地 //@崔玉涛:配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延但不能提前用。
'3552100321242945,http://api.t.sina.com.cn/3096942037/statuses/3552100321242945,_Hazel_Yan,都不许露出大门牙,0,0,2013-03-04 12:09:34,//@崔玉涛: 配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用。崔玉涛
'3552100157878192,http://api.t.sina.com.cn/2316867301/statuses/3552100157878192,_Hazel_Yan,和睦家顺义诊所,1,0,2013-03-04 12:08:54,//@崔玉涛: 配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用.
'3552100120649392,http://api.t.sina.com.cn/2635952791/statuses/3552100120649392,_Hazel_Yan,平行移动小屁囡,0,0,2013-03-04 12:08:45, @小屁囡爸 配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用。
'3552099311038694,http://api.t.sina.com.cn/1738998707/statuses/3552099311038694,_Hazel_Yan,SharonD猪,1,2,2013-03-04 12:05:33,//@崔玉涛:配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用。
'3552099252310497,http://api.t.sina.com.cn/1630891061/statuses/3552099252310497,_Hazel_Yan,心之所向s,0,0,2013-03-04 12:05:18,//@崔玉涛:何为益生元？是一类能通过促进肠道正常菌群生长，保证人体健康，且不被肠道消化的物质。多指低聚的碳水化合物，如低聚果糖、低聚半乳糖等。从营养和医学角度，没有依据应给配方粉喂养儿提供助于奶粉消化吸收的伴侣性营养素。正常母乳\配方粉喂养，正常添加辅食，没必要添加＂伴侣＂等。
'3552098434570951,http://api.t.sina.com.cn/2179909521/statuses/3552098434570951,_Hazel_Yan,请叫我王小安,0,0,2013-03-04 12:02:02, @我爱小溪熙  //@崔玉涛:配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延但不能提前
'3552098178280876,http://api.t.sina.com.cn/1282741383/statuses/3552098178280876,_Hazel_Yan,mekkyluo,0,0,2013-03-04 12:01:03,//@崔玉涛:配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用。
'3552098006300025,http://api.t.sina.com.cn/1877964645/statuses/3552098006300025,_Hazel_Yan,熊小僷,0,0,2013-03-04 12:00:21,[转发]//@崔玉涛: 配方粉之所以有不同＂阶段＂之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段...？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用。
'3552097784359170,http://api.t.sina.com.cn/1829297474/statuses/3552097784359170,_Hazel_Yan,紫昕玎琳,0,0,2013-03-04 11:59:28,//@崔玉涛:何为益生元？是一类能通过促进肠道正常菌群生长，保证人体健康，且不被肠道消化的物质。多指低聚的碳水化合物，如低聚果糖、低聚半乳糖等。从营养和医学角度，没有依据应给配方粉喂养儿提供助于奶粉消化吸收的伴侣性营养素。正常母乳\配方粉喂养，正常添加辅食，没必要添加＂伴侣＂等。
'3552097511333122,http://api.t.sina.com.cn/1601038894/statuses/3552097511333122,_Hazel_Yan,fish_cole,0,1,2013-03-04 11:58:24,恩 和你说的一样。@妮子luna
'3552097028951170,http://api.t.sina.com.cn/1748373312/statuses/3552097028951170,_Hazel_Yan,畸零人NANA,0,1,2013-03-04 11:56:29,@chenzhong_61 //@崔玉涛: 配方粉之所以有不同阶段之分，是为了满足不同年龄婴幼儿生长发育需要，但分段的年龄界限实际上没有太多的科学依据，与商家营销关系较大。凭什么到了六个月就必须由一阶段换成二阶段？不要过于机械地理解商家的分段标准。有一点必须清楚，每个阶段的奶粉可后延，但不能提前用
